total_cup_points,country_of_origin,altitude_mean_meters,latitude,longitude,country_cup_points_avg,avg_altitude_per_country,quality_category,country_entry_counts
83.58,Guatemala,1128.3696,15.5,-90.25,82.02422077922077,1440.7324207792208,Medium Quality,154
83.58,China,1100.0,35.0,105.0,82.9275,1463.125,Medium Quality,16
83.58,Colombia,1775.0,4.0,-72.0,83.23040268456376,1570.4429530201342,Medium Quality,149
83.58,Mexico,1200.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
83.58,Ethiopia,1850.0,8.0,38.0,85.91633333333333,1800.3006666666665,High Quality,30
83.58,Uganda,1800.0,1.0,32.0,83.38294117647058,1590.8235294117646,Medium Quality,34
83.58,Colombia,1600.0,4.0,-72.0,83.23040268456376,1570.4429530201342,Medium Quality,149
83.58,Colombia,1550.0,4.0,-72.0,83.23040268456376,1570.4429530201342,Medium Quality,149
83.58,Colombia,1550.0,4.0,-72.0,83.23040268456376,1570.4429530201342,Medium Quality,149
83.58,Taiwan,1000.0,23.5,121.0,81.94771428571428,729.2714285714286,Medium Quality,70
83.58,Colombia,1775.0,4.0,-72.0,83.23040268456376,1570.4429530201342,Medium Quality,149
83.58,Mexico,1000.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
83.58,Colombia,2136.0,4.0,-72.0,83.23040268456376,1570.4429530201342,Medium Quality,149
83.58,Brazil,1100.0,-10.0,-55.0,82.71144230769231,920.7788461538462,Medium Quality,104
83.5,Colombia,1799.0,4.0,-72.0,83.23040268456376,1570.4429530201342,Medium Quality,149
83.5,Costa Rica,1850.0,10.0,-84.0,82.8004347826087,1380.1347826086956,Medium Quality,46
83.5,Colombia,1000.0,4.0,-72.0,83.23040268456376,1570.4429530201342,Medium Quality,149
83.5,Guatemala,1219.2,15.5,-90.25,82.02422077922077,1440.7324207792208,Medium Quality,154
83.5,Colombia,1775.0,4.0,-72.0,83.23040268456376,1570.4429530201342,Medium Quality,149
83.5,"Tanzania, United Republic of",1400.0,-6.0,35.0,82.30945945945946,1562.7297297297298,Medium Quality,37
83.5,Indonesia,1500.0,-5.0,120.0,82.90235294117646,1363.235294117647,Medium Quality,17
83.5,Ethiopia,1600.0,8.0,38.0,85.91633333333333,1800.3006666666665,High Quality,30
83.5,Colombia,1850.0,4.0,-72.0,83.23040268456376,1570.4429530201342,Medium Quality,149
83.5,Guatemala,1400.0,15.5,-90.25,82.02422077922077,1440.7324207792208,Medium Quality,154
83.5,Colombia,1650.0,4.0,-72.0,83.23040268456376,1570.4429530201342,Medium Quality,149
83.5,Honduras,1350.0,15.0,-86.5,80.8322,1425.92,Medium Quality,50
83.5,Colombia,1750.0,4.0,-72.0,83.23040268456376,1570.4429530201342,Medium Quality,149
83.5,Colombia,1750.0,4.0,-72.0,83.23040268456376,1570.4429530201342,Medium Quality,149
83.5,Mexico,1170.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
83.5,Mexico,940.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
83.5,Mexico,1400.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
83.5,Guatemala,1524.0,15.5,-90.25,82.02422077922077,1440.7324207792208,Medium Quality,154
83.5,Colombia,1775.0,4.0,-72.0,83.23040268456376,1570.4429530201342,Medium Quality,149
83.5,Guatemala,1402.08,15.5,-90.25,82.02422077922077,1440.7324207792208,Medium Quality,154
83.5,Indonesia,1600.0,-5.0,120.0,82.90235294117646,1363.235294117647,Medium Quality,17
83.42,Colombia,439.0,4.0,-72.0,83.23040268456376,1570.4429530201342,Medium Quality,149
83.42,Guatemala,1700.0,15.5,-90.25,82.02422077922077,1440.7324207792208,Medium Quality,154
83.42,Colombia,442.0,4.0,-72.0,83.23040268456376,1570.4429530201342,Medium Quality,149
83.42,Costa Rica,1850.0,10.0,-84.0,82.8004347826087,1380.1347826086956,Medium Quality,46
83.42,Uganda,1800.0,1.0,32.0,83.38294117647058,1590.8235294117646,Medium Quality,34
83.42,Thailand,1200.0,15.0,100.0,82.42999999999999,1094.99208,Medium Quality,20
83.42,El Salvador,1330.0,13.83,-88.92,83.11526315789474,1333.157894736842,Medium Quality,19
83.42,Colombia,442.0,4.0,-72.0,83.23040268456376,1570.4429530201342,Medium Quality,149
83.42,"Tanzania, United Republic of",1600.0,-6.0,35.0,82.30945945945946,1562.7297297297298,Medium Quality,37
83.42,Colombia,1813.0,4.0,-72.0,83.23040268456376,1570.4429530201342,Medium Quality,149
83.42,Guatemala,1219.2,15.5,-90.25,82.02422077922077,1440.7324207792208,Medium Quality,154
83.42,Guatemala,1500.0,15.5,-90.25,82.02422077922077,1440.7324207792208,Medium Quality,154
83.42,Guatemala,1310.64,15.5,-90.25,82.02422077922077,1440.7324207792208,Medium Quality,154
83.42,Colombia,1450.0,4.0,-72.0,83.23040268456376,1570.4429530201342,Medium Quality,149
83.38,Mexico,1050.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
83.33,Colombia,1650.0,4.0,-72.0,83.23040268456376,1570.4429530201342,Medium Quality,149
83.33,Brazil,1227.0,-10.0,-55.0,82.71144230769231,920.7788461538462,Medium Quality,104
83.33,Mexico,1200.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
83.33,Colombia,1650.0,4.0,-72.0,83.23040268456376,1570.4429530201342,Medium Quality,149
83.33,"Tanzania, United Republic of",1700.0,-6.0,35.0,82.30945945945946,1562.7297297297298,Medium Quality,37
83.33,Mexico,1100.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
83.33,Costa Rica,1300.0,10.0,-84.0,82.8004347826087,1380.1347826086956,Medium Quality,46
83.33,Costa Rica,1200.0,10.0,-84.0,82.8004347826087,1380.1347826086956,Medium Quality,46
83.33,Haiti,1280.16,19.0,-72.42,77.17999999999999,883.36,Low Quality,6
83.33,Colombia,1000.0,4.0,-72.0,83.23040268456376,1570.4429530201342,Medium Quality,149
83.33,Guatemala,1310.64,15.5,-90.25,82.02422077922077,1440.7324207792208,Medium Quality,154
83.33,Burundi,1880.0,-3.5,30.0,81.83,1790.0,Medium Quality,2
83.33,Colombia,1750.0,4.0,-72.0,83.23040268456376,1570.4429530201342,Medium Quality,149
83.25,Mexico,1600.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
83.25,Costa Rica,1900.0,10.0,-84.0,82.8004347826087,1380.1347826086956,Medium Quality,46
83.25,Guatemala,2100.0,15.5,-90.25,82.02422077922077,1440.7324207792208,Medium Quality,154
83.25,Colombia,442.0,4.0,-72.0,83.23040268456376,1570.4429530201342,Medium Quality,149
83.25,Mexico,1261.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
83.25,Taiwan,1000.0,23.5,121.0,81.94771428571428,729.2714285714286,Medium Quality,70
83.25,Taiwan,800.0,23.5,121.0,81.94771428571428,729.2714285714286,Medium Quality,70
83.25,Colombia,1483.0,4.0,-72.0,83.23040268456376,1570.4429530201342,Medium Quality,149
83.25,Guatemala,1500.0,15.5,-90.25,82.02422077922077,1440.7324207792208,Medium Quality,154
83.25,Colombia,1750.0,4.0,-72.0,83.23040268456376,1570.4429530201342,Medium Quality,149
83.25,Mexico,1300.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
83.25,Mexico,1000.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
83.25,Guatemala,1310.64,15.5,-90.25,82.02422077922077,1440.7324207792208,Medium Quality,154
83.25,Brazil,1200.0,-10.0,-55.0,82.71144230769231,920.7788461538462,Medium Quality,104
83.25,Colombia,175.0,4.0,-72.0,83.23040268456376,1570.4429530201342,Medium Quality,149
83.25,Colombia,1775.0,4.0,-72.0,83.23040268456376,1570.4429530201342,Medium Quality,149
83.25,Colombia,1700.0,4.0,-72.0,83.23040268456376,1570.4429530201342,Medium Quality,149
83.25,Colombia,1880.0,4.0,-72.0,83.23040268456376,1570.4429530201342,Medium Quality,149
83.25,Colombia,1800.0,4.0,-72.0,83.23040268456376,1570.4429530201342,Medium Quality,149
83.17,Brazil,890.0,-10.0,-55.0,82.71144230769231,920.7788461538462,Medium Quality,104
83.17,Guatemala,1901.0,15.5,-90.25,82.02422077922077,1440.7324207792208,Medium Quality,154
83.17,"Tanzania, United Republic of",168.0,-6.0,35.0,82.30945945945946,1562.7297297297298,Medium Quality,37
83.17,Vietnam,1550.0,16.0,106.0,82.27428571428571,1258.5714285714287,Medium Quality,7
83.17,Guatemala,1500.0,15.5,-90.25,82.02422077922077,1440.7324207792208,Medium Quality,154
83.17,Honduras,1450.0,15.0,-86.5,80.8322,1425.92,Medium Quality,50
83.17,China,1200.0,35.0,105.0,82.9275,1463.125,Medium Quality,16
83.17,China,1600.0,35.0,105.0,82.9275,1463.125,Medium Quality,16
83.17,El Salvador,1350.0,13.83,-88.92,83.11526315789474,1333.157894736842,Medium Quality,19
83.17,Guatemala,1500.0,15.5,-90.25,82.02422077922077,1440.7324207792208,Medium Quality,154
83.17,Guatemala,1650.0,15.5,-90.25,82.02422077922077,1440.7324207792208,Medium Quality,154
83.17,Kenya,250.5,1.0,38.0,84.27130434782609,1502.3478260869565,Medium Quality,23
83.17,Thailand,800.0,15.0,100.0,82.42999999999999,1094.99208,Medium Quality,20
83.17,"Tanzania, United Republic of",1653.0,-6.0,35.0,82.30945945945946,1562.7297297297298,Medium Quality,37
83.17,Colombia,1775.0,4.0,-72.0,83.23040268456376,1570.4429530201342,Medium Quality,149
83.17,Uganda,1800.0,1.0,32.0,83.38294117647058,1590.8235294117646,Medium Quality,34
83.17,Honduras,1450.0,15.0,-86.5,80.8322,1425.92,Medium Quality,50
83.17,Honduras,1350.0,15.0,-86.5,80.8322,1425.92,Medium Quality,50
83.17,Guatemala,1524.0,15.5,-90.25,82.02422077922077,1440.7324207792208,Medium Quality,154
83.17,"Tanzania, United Republic of",1800.0,-6.0,35.0,82.30945945945946,1562.7297297297298,Medium Quality,37
83.17,Guatemala,1310.64,15.5,-90.25,82.02422077922077,1440.7324207792208,Medium Quality,154
83.17,Mexico,1500.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
83.17,Mexico,532.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
83.17,Mexico,1089.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
83.17,Colombia,1775.0,4.0,-72.0,83.23040268456376,1570.4429530201342,Medium Quality,149
83.17,Mexico,700.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
83.17,Colombia,1750.0,4.0,-72.0,83.23040268456376,1570.4429530201342,Medium Quality,149
83.17,Mexico,1380.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
83.17,Brazil,1000.0,-10.0,-55.0,82.71144230769231,920.7788461538462,Medium Quality,104
83.17,Brazil,950.0,-10.0,-55.0,82.71144230769231,920.7788461538462,Medium Quality,104
83.17,Guatemala,1402.08,15.5,-90.25,82.02422077922077,1440.7324207792208,Medium Quality,154
83.17,Brazil,1000.0,-10.0,-55.0,82.71144230769231,920.7788461538462,Medium Quality,104
83.17,Brazil,900.0,-10.0,-55.0,82.71144230769231,920.7788461538462,Medium Quality,104
83.17,El Salvador,1200.0,13.83,-88.92,83.11526315789474,1333.157894736842,Medium Quality,19
83.17,Ethiopia,1850.0,8.0,38.0,85.91633333333333,1800.3006666666665,High Quality,30
83.08,Colombia,1799.0,4.0,-72.0,83.23040268456376,1570.4429530201342,Medium Quality,149
83.08,Brazil,905.0,-10.0,-55.0,82.71144230769231,920.7788461538462,Medium Quality,104
83.08,Brazil,1.0,-10.0,-55.0,82.71144230769231,920.7788461538462,Medium Quality,104
83.08,Taiwan,750.0,23.5,121.0,81.94771428571428,729.2714285714286,Medium Quality,70
83.08,Brazil,1200.0,-10.0,-55.0,82.71144230769231,920.7788461538462,Medium Quality,104
83.08,Costa Rica,1300.0,10.0,-84.0,82.8004347826087,1380.1347826086956,Medium Quality,46
83.08,Taiwan,1300.0,23.5,121.0,81.94771428571428,729.2714285714286,Medium Quality,70
83.08,Mexico,1400.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
83.08,Colombia,1775.0,4.0,-72.0,83.23040268456376,1570.4429530201342,Medium Quality,149
83.08,Colombia,1880.0,4.0,-72.0,83.23040268456376,1570.4429530201342,Medium Quality,149
83.08,Indonesia,1350.0,-5.0,120.0,82.90235294117646,1363.235294117647,Medium Quality,17
83.0,Brazil,890.0,-10.0,-55.0,82.71144230769231,920.7788461538462,Medium Quality,104
83.0,Brazil,894.0,-10.0,-55.0,82.71144230769231,920.7788461538462,Medium Quality,104
83.0,Brazil,872.0,-10.0,-55.0,82.71144230769231,920.7788461538462,Medium Quality,104
83.0,Uganda,1473.0,1.0,32.0,83.38294117647058,1590.8235294117646,Medium Quality,34
83.0,Uganda,1645.0,1.0,32.0,83.38294117647058,1590.8235294117646,Medium Quality,34
83.0,Colombia,442.0,4.0,-72.0,83.23040268456376,1570.4429530201342,Medium Quality,149
83.0,Vietnam,1550.0,16.0,106.0,82.27428571428571,1258.5714285714287,Medium Quality,7
83.0,Guatemala,1550.0,15.5,-90.25,82.02422077922077,1440.7324207792208,Medium Quality,154
83.0,Guatemala,1371.6,15.5,-90.25,82.02422077922077,1440.7324207792208,Medium Quality,154
83.0,Guatemala,1500.0,15.5,-90.25,82.02422077922077,1440.7324207792208,Medium Quality,154
83.0,Brazil,1000.0,-10.0,-55.0,82.71144230769231,920.7788461538462,Medium Quality,104
83.0,Taiwan,1200.0,23.5,121.0,81.94771428571428,729.2714285714286,Medium Quality,70
83.0,Uganda,1800.0,1.0,32.0,83.38294117647058,1590.8235294117646,Medium Quality,34
83.0,Puerto Rico,853.44,18.25,-66.5,81.72749999999999,853.44,Medium Quality,4
83.0,Guatemala,1500.0,15.5,-90.25,82.02422077922077,1440.7324207792208,Medium Quality,154
83.0,Costa Rica,1200.0,10.0,-84.0,82.8004347826087,1380.1347826086956,Medium Quality,46
83.0,Brazil,1250.0,-10.0,-55.0,82.71144230769231,920.7788461538462,Medium Quality,104
83.0,Colombia,1775.0,4.0,-72.0,83.23040268456376,1570.4429530201342,Medium Quality,149
83.0,Colombia,1750.0,4.0,-72.0,83.23040268456376,1570.4429530201342,Medium Quality,149
83.0,Colombia,1000.0,4.0,-72.0,83.23040268456376,1570.4429530201342,Medium Quality,149
83.0,Colombia,1000.0,4.0,-72.0,83.23040268456376,1570.4429530201342,Medium Quality,149
83.0,Colombia,1775.0,4.0,-72.0,83.23040268456376,1570.4429530201342,Medium Quality,149
83.0,Mexico,750.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
83.0,Mexico,1200.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
83.0,Mexico,1200.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
83.0,Colombia,1625.0,4.0,-72.0,83.23040268456376,1570.4429530201342,Medium Quality,149
83.0,Colombia,1750.0,4.0,-72.0,83.23040268456376,1570.4429530201342,Medium Quality,149
83.0,Guatemala,1371.6,15.5,-90.25,82.02422077922077,1440.7324207792208,Medium Quality,154
83.0,Colombia,1775.0,4.0,-72.0,83.23040268456376,1570.4429530201342,Medium Quality,149
83.0,Colombia,1450.0,4.0,-72.0,83.23040268456376,1570.4429530201342,Medium Quality,149
83.0,Colombia,1800.0,4.0,-72.0,83.23040268456376,1570.4429530201342,Medium Quality,149
82.92,Brazil,890.0,-10.0,-55.0,82.71144230769231,920.7788461538462,Medium Quality,104
82.92,El Salvador,1350.0,13.83,-88.92,83.11526315789474,1333.157894736842,Medium Quality,19
82.92,Colombia,1500.0,4.0,-72.0,83.23040268456376,1570.4429530201342,Medium Quality,149
82.92,Taiwan,350.0,23.5,121.0,81.94771428571428,729.2714285714286,Medium Quality,70
82.92,Ethiopia,2000.0,8.0,38.0,85.91633333333333,1800.3006666666665,High Quality,30
82.92,Taiwan,775.0,23.5,121.0,81.94771428571428,729.2714285714286,Medium Quality,70
82.92,Philippines,1200.0,13.0,122.0,80.834,1280.0,Medium Quality,5
82.92,Philippines,1600.0,13.0,122.0,80.834,1280.0,Medium Quality,5
82.92,Mexico,1059.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
82.92,Mexico,1300.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
82.92,Uganda,1650.0,1.0,32.0,83.38294117647058,1590.8235294117646,Medium Quality,34
82.92,Uganda,1400.0,1.0,32.0,83.38294117647058,1590.8235294117646,Medium Quality,34
82.92,Guatemala,1500.0,15.5,-90.25,82.02422077922077,1440.7324207792208,Medium Quality,154
82.92,Guatemala,1500.0,15.5,-90.25,82.02422077922077,1440.7324207792208,Medium Quality,154
82.92,Colombia,1900.0,4.0,-72.0,83.23040268456376,1570.4429530201342,Medium Quality,149
82.92,Colombia,1750.0,4.0,-72.0,83.23040268456376,1570.4429530201342,Medium Quality,149
82.92,Guatemala,1706.88,15.5,-90.25,82.02422077922077,1440.7324207792208,Medium Quality,154
82.92,Colombia,1450.0,4.0,-72.0,83.23040268456376,1570.4429530201342,Medium Quality,149
82.92,Mexico,1248.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
82.92,Vietnam,1040.0,16.0,106.0,82.27428571428571,1258.5714285714287,Medium Quality,7
82.92,Mexico,1400.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
82.92,Colombia,1450.0,4.0,-72.0,83.23040268456376,1570.4429530201342,Medium Quality,149
82.83,Kenya,1754.0,1.0,38.0,84.27130434782609,1502.3478260869565,Medium Quality,23
82.83,Guatemala,1700.0,15.5,-90.25,82.02422077922077,1440.7324207792208,Medium Quality,154
82.83,Brazil,905.0,-10.0,-55.0,82.71144230769231,920.7788461538462,Medium Quality,104
82.83,El Salvador,1250.0,13.83,-88.92,83.11526315789474,1333.157894736842,Medium Quality,19
82.83,Rwanda,1900.0,-2.0,30.0,82.83,1900.0,Medium Quality,1
82.83,Vietnam,1040.0,16.0,106.0,82.27428571428571,1258.5714285714287,Medium Quality,7
82.83,Guatemala,1219.2,15.5,-90.25,82.02422077922077,1440.7324207792208,Medium Quality,154
82.83,Brazil,900.0,-10.0,-55.0,82.71144230769231,920.7788461538462,Medium Quality,104
82.83,Colombia,1600.0,4.0,-72.0,83.23040268456376,1570.4429530201342,Medium Quality,149
82.83,United States,1200.0,38.0,-97.0,84.433,1866.8880000000001,Medium Quality,10
82.83,Guatemala,1500.0,15.5,-90.25,82.02422077922077,1440.7324207792208,Medium Quality,154
82.83,Colombia,1800.0,4.0,-72.0,83.23040268456376,1570.4429530201342,Medium Quality,149
82.83,Colombia,1775.0,4.0,-72.0,83.23040268456376,1570.4429530201342,Medium Quality,149
82.83,"Tanzania, United Republic of",1400.0,-6.0,35.0,82.30945945945946,1562.7297297297298,Medium Quality,37
82.83,Mexico,1550.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
82.83,Mexico,1250.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
82.83,Guatemala,1310.64,15.5,-90.25,82.02422077922077,1440.7324207792208,Medium Quality,154
82.83,Mexico,1380.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
82.83,El Salvador,1200.0,13.83,-88.92,83.11526315789474,1333.157894736842,Medium Quality,19
82.75,Guatemala,1100.0,15.5,-90.25,82.02422077922077,1440.7324207792208,Medium Quality,154
82.75,Guatemala,1800.0,15.5,-90.25,82.02422077922077,1440.7324207792208,Medium Quality,154
82.75,Guatemala,1700.0,15.5,-90.25,82.02422077922077,1440.7324207792208,Medium Quality,154
82.75,Guatemala,1219.2,15.5,-90.25,82.02422077922077,1440.7324207792208,Medium Quality,154
82.75,Guatemala,1219.2,15.5,-90.25,82.02422077922077,1440.7324207792208,Medium Quality,154
82.75,Indonesia,1500.0,-5.0,120.0,82.90235294117646,1363.235294117647,Medium Quality,17
82.75,Guatemala,157.8864,15.5,-90.25,82.02422077922077,1440.7324207792208,Medium Quality,154
82.75,Taiwan,650.0,23.5,121.0,81.94771428571428,729.2714285714286,Medium Quality,70
82.75,El Salvador,1250.0,13.83,-88.92,83.11526315789474,1333.157894736842,Medium Quality,19
82.75,Costa Rica,1850.0,10.0,-84.0,82.8004347826087,1380.1347826086956,Medium Quality,46
82.75,Honduras,1400.0,15.0,-86.5,80.8322,1425.92,Medium Quality,50
82.75,Brazil,905.0,-10.0,-55.0,82.71144230769231,920.7788461538462,Medium Quality,104
82.75,China,1100.0,35.0,105.0,82.9275,1463.125,Medium Quality,16
82.75,China,1500.0,35.0,105.0,82.9275,1463.125,Medium Quality,16
82.75,Colombia,1775.0,4.0,-72.0,83.23040268456376,1570.4429530201342,Medium Quality,149
82.75,Malawi,1442.0,-13.5,34.0,81.71181818181819,1403.5454545454545,Medium Quality,11
82.75,Guatemala,1524.0,15.5,-90.25,82.02422077922077,1440.7324207792208,Medium Quality,154
82.75,Colombia,165.0,4.0,-72.0,83.23040268456376,1570.4429530201342,Medium Quality,149
82.75,Colombia,1300.0,4.0,-72.0,83.23040268456376,1570.4429530201342,Medium Quality,149
82.75,Mexico,1550.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
82.75,Mexico,1200.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
82.75,Mexico,1200.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
82.75,Colombia,1625.0,4.0,-72.0,83.23040268456376,1570.4429530201342,Medium Quality,149
82.75,Colombia,1775.0,4.0,-72.0,83.23040268456376,1570.4429530201342,Medium Quality,149
82.75,Panama,1100.0,9.0,-80.0,83.7075,1515.0,Medium Quality,4
82.67,Brazil,890.0,-10.0,-55.0,82.71144230769231,920.7788461538462,Medium Quality,104
82.67,Brazil,934.0,-10.0,-55.0,82.71144230769231,920.7788461538462,Medium Quality,104
82.67,Lao People's Democratic Republic,1300.0,18.0,105.0,81.83333333333333,1283.3333333333333,Medium Quality,3
82.67,El Salvador,1200.0,13.83,-88.92,83.11526315789474,1333.157894736842,Medium Quality,19
82.67,Mexico,1300.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
82.67,Brazil,1.0,-10.0,-55.0,82.71144230769231,920.7788461538462,Medium Quality,104
82.67,"Tanzania, United Republic of",1700.0,-6.0,35.0,82.30945945945946,1562.7297297297298,Medium Quality,37
82.67,"Tanzania, United Republic of",1550.0,-6.0,35.0,82.30945945945946,1562.7297297297298,Medium Quality,37
82.67,Taiwan,1200.0,23.5,121.0,81.94771428571428,729.2714285714286,Medium Quality,70
82.67,Mexico,1296.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
82.67,Uganda,1650.0,1.0,32.0,83.38294117647058,1590.8235294117646,Medium Quality,34
82.67,Taiwan,1240.0,23.5,121.0,81.94771428571428,729.2714285714286,Medium Quality,70
82.67,Thailand,1500.0,15.0,100.0,82.42999999999999,1094.99208,Medium Quality,20
82.67,Colombia,1800.0,4.0,-72.0,83.23040268456376,1570.4429530201342,Medium Quality,149
82.67,Guatemala,1500.0,15.5,-90.25,82.02422077922077,1440.7324207792208,Medium Quality,154
82.67,Mexico,1100.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
82.67,Mexico,950.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
82.67,Mexico,1400.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
82.67,Colombia,1800.0,4.0,-72.0,83.23040268456376,1570.4429530201342,Medium Quality,149
82.58,Guatemala,1219.2,15.5,-90.25,82.02422077922077,1440.7324207792208,Medium Quality,154
82.58,Taiwan,1050.0,23.5,121.0,81.94771428571428,729.2714285714286,Medium Quality,70
82.58,Taiwan,200.0,23.5,121.0,81.94771428571428,729.2714285714286,Medium Quality,70
82.58,Indonesia,1250.0,-5.0,120.0,82.90235294117646,1363.235294117647,Medium Quality,17
82.58,Thailand,800.0,15.0,100.0,82.42999999999999,1094.99208,Medium Quality,20
82.58,Thailand,1450.0,15.0,100.0,82.42999999999999,1094.99208,Medium Quality,20
82.58,"Tanzania, United Republic of",1317.0,-6.0,35.0,82.30945945945946,1562.7297297297298,Medium Quality,37
82.58,Uganda,1650.0,1.0,32.0,83.38294117647058,1590.8235294117646,Medium Quality,34
82.58,Costa Rica,1300.0,10.0,-84.0,82.8004347826087,1380.1347826086956,Medium Quality,46
82.58,Colombia,1750.0,4.0,-72.0,83.23040268456376,1570.4429530201342,Medium Quality,149
82.58,Colombia,1750.0,4.0,-72.0,83.23040268456376,1570.4429530201342,Medium Quality,149
82.58,Colombia,1750.0,4.0,-72.0,83.23040268456376,1570.4429530201342,Medium Quality,149
82.58,Mexico,1250.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
82.58,Mexico,1150.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
82.58,Colombia,1775.0,4.0,-72.0,83.23040268456376,1570.4429530201342,Medium Quality,149
82.58,Brazil,975.0,-10.0,-55.0,82.71144230769231,920.7788461538462,Medium Quality,104
82.5,Brazil,890.0,-10.0,-55.0,82.71144230769231,920.7788461538462,Medium Quality,104
82.5,Indonesia,1250.0,-5.0,120.0,82.90235294117646,1363.235294117647,Medium Quality,17
82.5,Honduras,1400.0,15.0,-86.5,80.8322,1425.92,Medium Quality,50
82.5,Guatemala,1219.2,15.5,-90.25,82.02422077922077,1440.7324207792208,Medium Quality,154
82.5,Thailand,800.0,15.0,100.0,82.42999999999999,1094.99208,Medium Quality,20
82.5,Thailand,1450.0,15.0,100.0,82.42999999999999,1094.99208,Medium Quality,20
82.5,"Tanzania, United Republic of",1600.0,-6.0,35.0,82.30945945945946,1562.7297297297298,Medium Quality,37
82.5,Mexico,1600.0,23.0,-102.0,80.86306034482759,1235.3620689655172,Medium Quality,232
82.5,Brazil,1260.0,-10.0,-55.0,82.71144230769231,920.7788461538462,Medium Quality,104
82.5,Guatemala,1310.64,15.5,-90.25,82.02422077922077,1440.7324207792208,Medium Quality,154
82.5,Colombia,1750.0,4.0,-72.0,83.23040268456376,1570.4429530201342,Medium Quality,149
